"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Affiliations","Authors with affiliations","EID"
"Xue F.; Jiang Y.S.; Han Y.C.; Wang C.J.","Xue, Fei (58591143400); Jiang, Yun Sheng (55886933800); Han, Yu Chen (55888732400); Wang, Chun Jing (55888102100)","58591143400; 55886933800; 55888732400; 55888102100","Membrane system processes of edible gelatin film","2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885828913&doi=10.4028%2fwww.scientific.net%2fAMM.364.804&partnerID=40&md5=46aeb30bd450bdddb6cb671b8ff1c710","College of Food Science and Engineering, Yangzhou University, Yangzhou 225127, China","Xue F., College of Food Science and Engineering, Yangzhou University, Yangzhou 225127, China; Jiang Y.S., College of Food Science and Engineering, Yangzhou University, Yangzhou 225127, China; Han Y.C., College of Food Science and Engineering, Yangzhou University, Yangzhou 225127, China; Wang C.J., College of Food Science and Engineering, Yangzhou University, Yangzhou 225127, China","2-s2.0-84885828913"
"Weng W.; Zheng H.; Su W.","Weng, Wuyin (8919295200); Zheng, Huibin (56107473800); Su, Wenjin (7402010018)","8919295200; 56107473800; 7402010018","Characterization of edible films based on tilapia (Tilapia zillii) scale gelatin with different extraction pH","2014","64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897953744&doi=10.1016%2fj.foodhyd.2014.03.026&partnerID=40&md5=82a64258bc116be59b76ba2357aca458","College of Biological Engineering, Jimei University, Xiamen 361021, China","Weng W., College of Biological Engineering, Jimei University, Xiamen 361021, China; Zheng H., College of Biological Engineering, Jimei University, Xiamen 361021, China; Su W., College of Biological Engineering, Jimei University, Xiamen 361021, China","2-s2.0-84897953744"
"Weng W.; Wu F.; Kazufumi O.; Su W.","Weng, Wuyin (8919295200); Wu, Feifei (55951744300); Kazufumi, Osako (6602995816); Su, Wenjin (7402010018)","8919295200; 55951744300; 6602995816; 7402010018","Dehydrated thermal treatment improving properties of edible films from tilapia skin gelatin","2013","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889259701&doi=10.3969%2fj.issn.1002-6819.2013.22.034&partnerID=40&md5=098a8773eaf23feb2bebd876ddc2557e","Bioengineering College of Jimei University, Xiamen 361021, China; Department of Food Science and Technology, Tokyo University of Marine Science and Technology, Tokyo 108-8477, Japan","Weng W., Bioengineering College of Jimei University, Xiamen 361021, China; Wu F., Bioengineering College of Jimei University, Xiamen 361021, China; Kazufumi O., Department of Food Science and Technology, Tokyo University of Marine Science and Technology, Tokyo 108-8477, Japan; Su W., Bioengineering College of Jimei University, Xiamen 361021, China","2-s2.0-84889259701"
"Ferreira A.S.; Nunes C.; Castro A.; Ferreira P.; Coimbra M.A.","Ferreira, Andreia S. (56367468400); Nunes, Cláudia (57220664585); Castro, Alichandra (35363650500); Ferreira, Paula (35477235200); Coimbra, Manuel A. (57275602300)","56367468400; 57220664585; 35363650500; 35477235200; 57275602300","Influence of grape pomace extract incorporation on chitosan films properties","2014","157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907343991&doi=10.1016%2fj.carbpol.2014.07.032&partnerID=40&md5=cda9d9d3c841e271a189d71d7e0826ce","QOPNA, Departamento de Química, Universidade de Aveiro, 3810-193 Aveiro, Portugal; CICECO, Departamento de Engenharia de Materiais e Cerâmica, 3810-193 Aveiro, Portugal","Ferreira A.S., QOPNA, Departamento de Química, Universidade de Aveiro, 3810-193 Aveiro, Portugal; Nunes C., QOPNA, Departamento de Química, Universidade de Aveiro, 3810-193 Aveiro, Portugal; Castro A., CICECO, Departamento de Engenharia de Materiais e Cerâmica, 3810-193 Aveiro, Portugal; Ferreira P., CICECO, Departamento de Engenharia de Materiais e Cerâmica, 3810-193 Aveiro, Portugal; Coimbra M.A., QOPNA, Departamento de Química, Universidade de Aveiro, 3810-193 Aveiro, Portugal","2-s2.0-84907343991"
"Fakhreddin Hosseini S.; Rezaei M.; Zandi M.; Ghavi F.F.","Fakhreddin Hosseini, Seyed (24474760300); Rezaei, Masoud (15925973400); Zandi, Mojgan (6506439753); Ghavi, Farhid Farahmand (54681826100)","24474760300; 15925973400; 6506439753; 54681826100","Preparation and functional properties of fish gelatin-chitosan blend edible films","2013","411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868238799&doi=10.1016%2fj.foodchem.2012.09.081&partnerID=40&md5=9e2bddc99efe3d12c7c1ed0827507ec3","Dept. of Fisheries, Faculty of Marine Sciences, Tarbiat Modares University, Noor, P.O. Box 46414-356, Iran; Dept. of Biomaterials, Iran Polymer and Petrochemical Institute, Tehran, P.O. Box 14965/115, Iran; Dept. of Novel Drug Delivery Systems, Iran Polymer and Petrochemical Institute, Tehran, P.O. Box 14965/115, Iran","Fakhreddin Hosseini S., Dept. of Fisheries, Faculty of Marine Sciences, Tarbiat Modares University, Noor, P.O. Box 46414-356, Iran; Rezaei M., Dept. of Fisheries, Faculty of Marine Sciences, Tarbiat Modares University, Noor, P.O. Box 46414-356, Iran; Zandi M., Dept. of Biomaterials, Iran Polymer and Petrochemical Institute, Tehran, P.O. Box 14965/115, Iran; Ghavi F.F., Dept. of Novel Drug Delivery Systems, Iran Polymer and Petrochemical Institute, Tehran, P.O. Box 14965/115, Iran","2-s2.0-84868238799"
"Xun Q.N.; Lei Q.; Bao J.Q.; Huang Z.Y.","Xun, Qian Nan (55887761300); Lei, Qiao (50661703700); Bao, Jian Qiang (55076410600); Huang, Zhi Ying (55886494100)","55887761300; 50661703700; 55076410600; 55886494100","Effect of protein variety on properties of gelatin edible films","2013","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885693719&doi=10.4028%2fwww.scientific.net%2fAMM.365-366.1040&partnerID=40&md5=6e57d6788a19737fef1da60737a0b2f8","College of Food Science and Technology, Shanghai Ocean University, Shanghai, China","Xun Q.N., College of Food Science and Technology, Shanghai Ocean University, Shanghai, China; Lei Q., College of Food Science and Technology, Shanghai Ocean University, Shanghai, China; Bao J.Q., College of Food Science and Technology, Shanghai Ocean University, Shanghai, China; Huang Z.Y., College of Food Science and Technology, Shanghai Ocean University, Shanghai, China","2-s2.0-84885693719"
"Dang K.M.; Yoksan R.","Dang, Khanh Minh (56374094200); Yoksan, Rangrong (6507724159)","56374094200; 6507724159","Development of thermoplastic starch blown film by incorporating plasticized chitosan","2015","181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907483665&doi=10.1016%2fj.carbpol.2014.09.005&partnerID=40&md5=cdb6ab82b32cb91c1e884fc1623d10e3","Department of Packaging and Materials Technology, Faculty of Agro-Industry, Kasetsart University, 50 Ngamwongwan Rd., Ladyao, Chatuchak, Bangkok, 10900, Thailand; Center for Advanced Studies for Agriculture and Food, Kasetsart University, Bangkok, 10900, Thailand","Dang K.M., Department of Packaging and Materials Technology, Faculty of Agro-Industry, Kasetsart University, 50 Ngamwongwan Rd., Ladyao, Chatuchak, Bangkok, 10900, Thailand; Yoksan R., Department of Packaging and Materials Technology, Faculty of Agro-Industry, Kasetsart University, 50 Ngamwongwan Rd., Ladyao, Chatuchak, Bangkok, 10900, Thailand, Center for Advanced Studies for Agriculture and Food, Kasetsart University, Bangkok, 10900, Thailand","2-s2.0-84907483665"
"Vargas M.; González-Martínez C.; Chiralt A.","Vargas, M. (14039835700); González-Martínez, C. (24721365800); Chiralt, A. (7006194463)","14039835700; 24721365800; 7006194463","Salt crystallization in Chitosan films as affected by solvent pH and moisture content","2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060615937&doi=10.1007%2f978-1-4939-2578-0_55&partnerID=40&md5=c4a80baef46b891ae3567a34807df861","Departamento de Tecnología de Alimentos-Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, Valencia, Spain; Institute of Food Engineering for Development, Department of Food Technology, Universitat Politecnica de Valencia, Camino de Vera, s/n., Valencia, 46022, Spain","Vargas M., Departamento de Tecnología de Alimentos-Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, Valencia, Spain; González-Martínez C., Departamento de Tecnología de Alimentos-Instituto Universitario de Ingeniería de Alimentos para el Desarrollo, Universidad Politécnica de Valencia, Valencia, Spain; Chiralt A., Institute of Food Engineering for Development, Department of Food Technology, Universitat Politecnica de Valencia, Camino de Vera, s/n., Valencia, 46022, Spain","2-s2.0-85060615937"
"Wu J.; Zhong F.; Li Y.; Shoemaker C.F.; Xia W.","Wu, Jia (57008480200); Zhong, Fang (23098548200); Li, Yue (55898002300); Shoemaker, C.F. (7102870431); Xia, Wenshui (12140530800)","57008480200; 23098548200; 55898002300; 7102870431; 12140530800","Preparation and characterization of pullulan-chitosan and pullulan-carboxymethyl chitosan blended films","2013","236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861899073&doi=10.1016%2fj.foodhyd.2012.04.002&partnerID=40&md5=974470739ee72bba28753665c392795f","State Key Laboratory of Food Science and Technology, School of Food Science and Technology, Jiangnan University, Wu Xi, Jiangsu 214122, Lihu street 1800, China; Department of Food Science and Technology, University of California, Davis, CA 95616, United States","Wu J., State Key Laboratory of Food Science and Technology, School of Food Science and Technology, Jiangnan University, Wu Xi, Jiangsu 214122, Lihu street 1800, China; Zhong F., State Key Laboratory of Food Science and Technology, School of Food Science and Technology, Jiangnan University, Wu Xi, Jiangsu 214122, Lihu street 1800, China; Li Y., State Key Laboratory of Food Science and Technology, School of Food Science and Technology, Jiangnan University, Wu Xi, Jiangsu 214122, Lihu street 1800, China; Shoemaker C.F., Department of Food Science and Technology, University of California, Davis, CA 95616, United States; Xia W., State Key Laboratory of Food Science and Technology, School of Food Science and Technology, Jiangnan University, Wu Xi, Jiangsu 214122, Lihu street 1800, China","2-s2.0-84861899073"
"Agostini J.S.; Scalon S.P.Q.; da Silva K.E.; de Lima F.F.; Gomes A.P.E.; Leite M.M.","Agostini, Juliana da Silva (35519280600); Scalon, Silvana de Paula Quintão (8641341000); da Silva, Kesia Esther (55676438700); de Lima, Fernando Freitas (57192167055); Gomes, Ana Paula Esteves (55676892700); Leite, Michelle Mesquita (55676878700)","35519280600; 8641341000; 55676438700; 57192167055; 55676892700; 55676878700","Physicochemical and microbiological characteristics of minimally processed 'Champagne' oranges (Citrus reticulata × Citrus sinensis) in different packgings; [Características físico-químicas e microbiológicas de laranjas 'Champagne' (Citrus reticulata Citrus sinensis) minimamente processadas em diferentes embalagens]","2013","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885346306&doi=10.1590%2fS0101-20612013005000018&partnerID=40&md5=cd519aa37ac1d87455c9dfc6632f120f","Institute of Health Sciences, Federal University of Mato Grosso - UFMT, CEP 78550-000, Sinop, MT, Rua Alexandre Ferronato, 1200, Reserva 35, Brazil; Federal University of Grande Dourados - UFGD, Dourados, MS, Brazil; University Center of Grande Dourados - UNIGRAN, Dourados, MS, Brazil","Agostini J.S., Institute of Health Sciences, Federal University of Mato Grosso - UFMT, CEP 78550-000, Sinop, MT, Rua Alexandre Ferronato, 1200, Reserva 35, Brazil; Scalon S.P.Q., Federal University of Grande Dourados - UFGD, Dourados, MS, Brazil; da Silva K.E., University Center of Grande Dourados - UNIGRAN, Dourados, MS, Brazil; de Lima F.F., University Center of Grande Dourados - UNIGRAN, Dourados, MS, Brazil; Gomes A.P.E., University Center of Grande Dourados - UNIGRAN, Dourados, MS, Brazil; Leite M.M., University Center of Grande Dourados - UNIGRAN, Dourados, MS, Brazil","2-s2.0-84885346306"
"Asma C.; Meriem E.; Mahmoud B.; Djaafer B.","Asma, Chetouani (56707261900); Meriem, Elkolli (35272613800); Mahmoud, Bounekhel (56259223600); Djaafer, Benachour (56257737900)","56707261900; 35272613800; 56259223600; 56257737900","Physicochemical characterization of gelatin-cmc composite edibles films from polyion-complex hydrogels","2014","64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904015519&doi=10.4067%2fS0717-97072014000100008&partnerID=40&md5=10467cc59c32af691b54afba5ff88153","Laboratory multiphase polymeric materials (LMPMP), Faculty of technology, Setif -1 University, Setif 19000, Algeria","Asma C., Laboratory multiphase polymeric materials (LMPMP), Faculty of technology, Setif -1 University, Setif 19000, Algeria; Meriem E., Laboratory multiphase polymeric materials (LMPMP), Faculty of technology, Setif -1 University, Setif 19000, Algeria; Mahmoud B., Laboratory multiphase polymeric materials (LMPMP), Faculty of technology, Setif -1 University, Setif 19000, Algeria; Djaafer B., Laboratory multiphase polymeric materials (LMPMP), Faculty of technology, Setif -1 University, Setif 19000, Algeria","2-s2.0-84904015519"
"Gol N.B.; Ramana Rao T.V.","Gol, Neeta B. (42161231200); Ramana Rao, T.V. (57214012576)","42161231200; 57214012576","Influence of zein and gelatin coatings on the postharvest quality and shelf life extension of mango (Mangifera indica L.)","2014","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006295327&doi=10.1051%2ffruits%2f2014002&partnerID=40&md5=c5a947f6469ef3404b1653880e3ff153","B.R. Doshi School Biosci., Sardar Patel Univ., Vallabh Vidyanagar, 388 120, Gujarat, India","Gol N.B., B.R. Doshi School Biosci., Sardar Patel Univ., Vallabh Vidyanagar, 388 120, Gujarat, India; Ramana Rao T.V., B.R. Doshi School Biosci., Sardar Patel Univ., Vallabh Vidyanagar, 388 120, Gujarat, India","2-s2.0-85006295327"
"Lorevice M.V.; De Moura M.R.; Mattoso L.H.C.","Lorevice, Marcos V. (36998799200); De Moura, Marcia R. (57218324841); Mattoso, Luiz H. C. (7005763990)","36998799200; 57218324841; 7005763990","Nanocomposite of papaya puree and chitosan nanoparticles for application in packaging; [Nanocompósito de polpa de mamão e nanopartículas de quitosana para aplicação em embalagens]","2014","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940357293&doi=10.5935%2f0100-4042.20140174&partnerID=40&md5=ea7c3af307f60f3eab53e1a3a90ecd1e","Departamento de Química, Universidade Federal de São Carlos, São Carlos - SP, Brazil; Laboratório Nacional de Nanotecnologia aplicada ao Agronegócio, EMBRAPA-CNPDIA, São Carlos - SP, Brazil; Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, 15385-000 Ilha Solteira - SP, Brazil","Lorevice M.V., Departamento de Química, Universidade Federal de São Carlos, São Carlos - SP, Brazil, Laboratório Nacional de Nanotecnologia aplicada ao Agronegócio, EMBRAPA-CNPDIA, São Carlos - SP, Brazil; De Moura M.R., Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, 15385-000 Ilha Solteira - SP, Brazil; Mattoso L.H.C., Laboratório Nacional de Nanotecnologia aplicada ao Agronegócio, EMBRAPA-CNPDIA, São Carlos - SP, Brazil","2-s2.0-84940357293"
"Alparslan Y.; Baygar T.; Baygar T.; Hasanhocaoglu H.; Metin C.","Alparslan, Yunus (54954628900); Baygar, Tuba (56342256300); Baygar, Taçnur (6602649820); Hasanhocaoglu, Hatice (55771327600); Metin, Cansu (55771808100)","54954628900; 56342256300; 6602649820; 55771327600; 55771808100","Effects of gelatin-based edible films enriched with laurel essential oil on the quality of rainbow trout (Oncorhynchus mykiss) fillets during refrigerated storage","2014","46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906760959&partnerID=40&md5=c2dd6ddfaba888f3b13d92180443dc4f","Mugla Sitki Kocman University, Faculty of Fisheries, Kotekli, TR-48000 Mugla, Turkey","Alparslan Y., Mugla Sitki Kocman University, Faculty of Fisheries, Kotekli, TR-48000 Mugla, Turkey; Baygar T., Mugla Sitki Kocman University, Faculty of Fisheries, Kotekli, TR-48000 Mugla, Turkey; Baygar T., Mugla Sitki Kocman University, Faculty of Fisheries, Kotekli, TR-48000 Mugla, Turkey; Hasanhocaoglu H., Mugla Sitki Kocman University, Faculty of Fisheries, Kotekli, TR-48000 Mugla, Turkey; Metin C., Mugla Sitki Kocman University, Faculty of Fisheries, Kotekli, TR-48000 Mugla, Turkey","2-s2.0-84906760959"
"Sánchez-Ortega I.; García-Almendárez B.E.; Santos-López E.M.; Amaro-Reyes A.; Barboza-Corona J.E.; Regalado C.","Sánchez-Ortega, Irais (56263502100); García-Almendárez, Blanca E. (7801345595); Santos-López, Eva María (57221604807); Amaro-Reyes, Aldo (36636729800); Barboza-Corona, J. Eleazar (6507727967); Regalado, Carlos (18040985700)","56263502100; 7801345595; 57221604807; 36636729800; 6507727967; 18040985700","Antimicrobial edible films and coatings for meat and meat products preservation","2014","147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904087849&doi=10.1155%2f2014%2f248935&partnerID=40&md5=99f411d550ff20d6cfa94ccf08023347","DIPA, PROPAC, Universidad Autónoma de Querétaro, 76010 Querétaro, QRO, Mexico; Área Académica de Química, Instituto de Ciencias Básicas e Ingeniería, Ciudad Del Conocimiento, 42184 Mineral-de-la-Reforma, HGO, Carr. Pachuca-Tulancingo Km 4.5 Col Carboneras, Mexico; División Ciencias de la Vida, Universidad de Guanajuato, Campus Irapuato-Salamanca, 36500 Irapuato, GTO, Mexico","Sánchez-Ortega I., DIPA, PROPAC, Universidad Autónoma de Querétaro, 76010 Querétaro, QRO, Mexico, Área Académica de Química, Instituto de Ciencias Básicas e Ingeniería, Ciudad Del Conocimiento, 42184 Mineral-de-la-Reforma, HGO, Carr. Pachuca-Tulancingo Km 4.5 Col Carboneras, Mexico; García-Almendárez B.E., DIPA, PROPAC, Universidad Autónoma de Querétaro, 76010 Querétaro, QRO, Mexico; Santos-López E.M., Área Académica de Química, Instituto de Ciencias Básicas e Ingeniería, Ciudad Del Conocimiento, 42184 Mineral-de-la-Reforma, HGO, Carr. Pachuca-Tulancingo Km 4.5 Col Carboneras, Mexico; Amaro-Reyes A., DIPA, PROPAC, Universidad Autónoma de Querétaro, 76010 Querétaro, QRO, Mexico; Barboza-Corona J.E., División Ciencias de la Vida, Universidad de Guanajuato, Campus Irapuato-Salamanca, 36500 Irapuato, GTO, Mexico; Regalado C., DIPA, PROPAC, Universidad Autónoma de Querétaro, 76010 Querétaro, QRO, Mexico","2-s2.0-84904087849"
"Mei J.; Yuan Y.; Guo Q.; Wu Y.; Li Y.; Yu H.","Mei, Jun (55635706300); Yuan, Yilin (55635447000); Guo, Qizhen (55808677500); Wu, Yan (56412244500); Li, Yunfei (55876440700); Yu, Huaning (36667934300)","55635706300; 55635447000; 55808677500; 56412244500; 55876440700; 36667934300","Characterization and antimicrobial properties of water chestnut starch-chitosan edible films","2013","41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880953457&doi=10.1016%2fj.ijbiomac.2013.06.026&partnerID=40&md5=a96c182ce1598ab1b159aaa16587fd1b","Department of Food Science and Technology, School of Agriculture and Biology, Bor S. Luh Food Safety Research Center, Shanghai Jiao Tong University, Shanghai 200240, 800 Dongchuan Road, China; State Key Laboratory of Dairy Biotechnology, Technical Centre, Bright Dairy and Food Co., Ltd., Shanghai 200436, China","Mei J., Department of Food Science and Technology, School of Agriculture and Biology, Bor S. Luh Food Safety Research Center, Shanghai Jiao Tong University, Shanghai 200240, 800 Dongchuan Road, China; Yuan Y., Department of Food Science and Technology, School of Agriculture and Biology, Bor S. Luh Food Safety Research Center, Shanghai Jiao Tong University, Shanghai 200240, 800 Dongchuan Road, China; Guo Q., Department of Food Science and Technology, School of Agriculture and Biology, Bor S. Luh Food Safety Research Center, Shanghai Jiao Tong University, Shanghai 200240, 800 Dongchuan Road, China; Wu Y., Department of Food Science and Technology, School of Agriculture and Biology, Bor S. Luh Food Safety Research Center, Shanghai Jiao Tong University, Shanghai 200240, 800 Dongchuan Road, China; Li Y., Department of Food Science and Technology, School of Agriculture and Biology, Bor S. Luh Food Safety Research Center, Shanghai Jiao Tong University, Shanghai 200240, 800 Dongchuan Road, China; Yu H., Department of Food Science and Technology, School of Agriculture and Biology, Bor S. Luh Food Safety Research Center, Shanghai Jiao Tong University, Shanghai 200240, 800 Dongchuan Road, China, State Key Laboratory of Dairy Biotechnology, Technical Centre, Bright Dairy and Food Co., Ltd., Shanghai 200436, China","2-s2.0-84880953457"
"Hosseini S.F.; Rezaei M.; Zandi M.; Farahmandghavi F.","Hosseini, Seyed Fakhreddin (24474760300); Rezaei, Masoud (15925973400); Zandi, Mojgan (6506439753); Farahmandghavi, Farhid (54681826100)","24474760300; 15925973400; 6506439753; 54681826100","Fabrication of bio-nanocomposite films based on fish gelatin reinforced with chitosan nanoparticles","2015","297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907960226&doi=10.1016%2fj.foodhyd.2014.09.004&partnerID=40&md5=97019cfda4f62a5f6bd8f6df2579fe45","Department of Seafood Processing, Faculty of Marine Sciences, Tarbiat Modares University, P.O. Box 46414-356, Noor, Iran; Department of Biomaterials, Iran Polymer and Petrochemical Institute, P.O. Box 14965/115, Tehran, Iran; Department of Novel Drug Delivery Systems, Iran Polymer and Petrochemical Institute, P.O. Box 14965/115, Tehran, Iran","Hosseini S.F., Department of Seafood Processing, Faculty of Marine Sciences, Tarbiat Modares University, P.O. Box 46414-356, Noor, Iran; Rezaei M., Department of Seafood Processing, Faculty of Marine Sciences, Tarbiat Modares University, P.O. Box 46414-356, Noor, Iran; Zandi M., Department of Biomaterials, Iran Polymer and Petrochemical Institute, P.O. Box 14965/115, Tehran, Iran; Farahmandghavi F., Department of Novel Drug Delivery Systems, Iran Polymer and Petrochemical Institute, P.O. Box 14965/115, Tehran, Iran","2-s2.0-84907960226"
"Yanwong S.; Threepopnatkul P.","Yanwong, S. (56790127700); Threepopnatkul, P. (25650707400)","56790127700; 25650707400","Effect of peppermint and citronella essential oils on properties of fish skin gelatin edible films","2015","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939629006&doi=10.1088%2f1757-899X%2f87%2f1%2f012064&partnerID=40&md5=647b66ceace39bd0ff51b756388d56b8","Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology, Silpakorn University, Nakhon Pathom, 73000, Thailand","Yanwong S., Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology, Silpakorn University, Nakhon Pathom, 73000, Thailand; Threepopnatkul P., Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology, Silpakorn University, Nakhon Pathom, 73000, Thailand","2-s2.0-84939629006"
"Elsabee M.Z.; Abdou E.S.","Elsabee, Maher Z. (7003985688); Abdou, Entsar S. (22978615000)","7003985688; 22978615000","Chitosan based edible films and coatings: A review","2013","881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875229016&doi=10.1016%2fj.msec.2013.01.010&partnerID=40&md5=e6bdc7e7e9072b9eb100a024475ce22a","Chemistry Department, Faculty of Science, Cairo University, Giza 12613, Egypt; Food Packaging and Engineering Department, Food Technology Research Institute, Agriculture Research Center, Giza 12613, Egypt; Chemistry Department, Faculty of Science and Humanities, Salman Bin Abdulaziz University, Hotet Bany Tamim 11941, Saudi Arabia","Elsabee M.Z., Chemistry Department, Faculty of Science, Cairo University, Giza 12613, Egypt; Abdou E.S., Food Packaging and Engineering Department, Food Technology Research Institute, Agriculture Research Center, Giza 12613, Egypt, Chemistry Department, Faculty of Science and Humanities, Salman Bin Abdulaziz University, Hotet Bany Tamim 11941, Saudi Arabia","2-s2.0-84875229016"
"Valenzuela C.; Abugoch L.; Tapia C.","Valenzuela, Carolina (35726384000); Abugoch, Lilian (6602759886); Tapia, Cristian (7003541892)","35726384000; 6602759886; 7003541892","Quinoa protein-chitosan-sunflower oil edible film: Mechanical, barrier and structural properties","2013","175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867861034&doi=10.1016%2fj.lwt.2012.08.010&partnerID=40&md5=a717ec36aa7f35b5f0b88cc80d68c562","Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Providencia, Santiago, Vicuña Mackenna 20, Chile","Valenzuela C., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Providencia, Santiago, Vicuña Mackenna 20, Chile; Abugoch L., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Providencia, Santiago, Vicuña Mackenna 20, Chile; Tapia C., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Providencia, Santiago, Vicuña Mackenna 20, Chile","2-s2.0-84867861034"
"Pastor C.; Sánchez-González L.; Chiralt A.; Cháfer M.; González-Martínez C.","Pastor, Clara (16025275000); Sánchez-González, Laura (34873440200); Chiralt, Amparo (7006194463); Cháfer, Maite (6602649723); González-Martínez, Chelo (24721365800)","16025275000; 34873440200; 7006194463; 6602649723; 24721365800","Physical and antioxidant properties of chitosan and methylcellulose based films containing resveratrol","2013","139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863203052&doi=10.1016%2fj.foodhyd.2012.05.026&partnerID=40&md5=79ca7f1113fa244aad327c272a45d5e3","Departamento de Tecnología de Alimentos, Instituto de Ingeniería de Alimentos para el Desarrollo, Universitat Politècnica de València, 46022 Valencia, Camino de Vera s/n, Spain","Pastor C., Departamento de Tecnología de Alimentos, Instituto de Ingeniería de Alimentos para el Desarrollo, Universitat Politècnica de València, 46022 Valencia, Camino de Vera s/n, Spain; Sánchez-González L., Departamento de Tecnología de Alimentos, Instituto de Ingeniería de Alimentos para el Desarrollo, Universitat Politècnica de València, 46022 Valencia, Camino de Vera s/n, Spain; Chiralt A., Departamento de Tecnología de Alimentos, Instituto de Ingeniería de Alimentos para el Desarrollo, Universitat Politècnica de València, 46022 Valencia, Camino de Vera s/n, Spain; Cháfer M., Departamento de Tecnología de Alimentos, Instituto de Ingeniería de Alimentos para el Desarrollo, Universitat Politècnica de València, 46022 Valencia, Camino de Vera s/n, Spain; González-Martínez C., Departamento de Tecnología de Alimentos, Instituto de Ingeniería de Alimentos para el Desarrollo, Universitat Politècnica de València, 46022 Valencia, Camino de Vera s/n, Spain","2-s2.0-84863203052"
"Wang Y.; Liu F.; Liang C.; Yuan F.; Gao Y.","Wang, Yingying (56042376900); Liu, Fuguo (57207967633); Liang, Chunxuan (55847096400); Yuan, Fang (56587227600); Gao, Yanxiang (22940968100)","56042376900; 57207967633; 55847096400; 56587227600; 22940968100","Effect of Maillard reaction products on the physical and antimicrobial properties of edible films based on ε-polylysine and chitosan","2014","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917727025&doi=10.1002%2fjsfa.6644&partnerID=40&md5=b4a92dc8327fdb4f5ee81e0450fef205","Beijing Key Laboratory of Functional Food from Plant Resources, College of Food Science and Nutritional Engineering, China Agricultural University, Beijing, 100083, China","Wang Y., Beijing Key Laboratory of Functional Food from Plant Resources, College of Food Science and Nutritional Engineering, China Agricultural University, Beijing, 100083, China; Liu F., Beijing Key Laboratory of Functional Food from Plant Resources, College of Food Science and Nutritional Engineering, China Agricultural University, Beijing, 100083, China; Liang C., Beijing Key Laboratory of Functional Food from Plant Resources, College of Food Science and Nutritional Engineering, China Agricultural University, Beijing, 100083, China; Yuan F., Beijing Key Laboratory of Functional Food from Plant Resources, College of Food Science and Nutritional Engineering, China Agricultural University, Beijing, 100083, China; Gao Y., Beijing Key Laboratory of Functional Food from Plant Resources, College of Food Science and Nutritional Engineering, China Agricultural University, Beijing, 100083, China","2-s2.0-84917727025"
