"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Correspondence Address"
"Luo M.; Cao Y.; Wang W.; Chen X.; Cai J.; Wang L.; Xiao J.","Luo, Minna (57201401278); Cao, Yong (55470292300); Wang, Wenbo (57201405270); Chen, Xia (57201409821); Cai, Jiyang (57204137378); Wang, Ling (57204143675); Xiao, Jie (56707915200)","57201401278; 55470292300; 57201405270; 57201409821; 57204137378; 57204143675; 56707915200","Sustained-release antimicrobial gelatin film: Effect of chia mucilage on physicochemical and antimicrobial properties","2019","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054651389&doi=10.1016%2fj.foodhyd.2018.09.010&partnerID=40&md5=8fb771e11621eb40f98121ec508ac0c6","J. Xiao; College of Food Science, South China Agricultural University, Guangzhou, 510642, China; email: xiaojieacademic@163.com"
"Nunes J.C.; Melo P.T.S.; Aouada F.A.; De Moura M.R.","Nunes, Juliana C. (57204457445); Melo, Pamela Thais S. (57194203608); Aouada, Fauze A. (8525890000); De Moura, Marcia R. (8873063200)","57204457445; 57194203608; 8525890000; 8873063200","Influence of lemon nanoemulsion in films gelatin-based; [INFLUÊNCIA DA NANOEMULSÃO DE ÓLEO ESSENCIAL DE LIMÃO EM FILMES À BASE DE GELATINA]","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055626357&doi=10.21577%2f0100-4042.20170277&partnerID=40&md5=fe628852de654bd633e3c0d655232e00","F.A. Aouada; Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, Ilha Solteira - SP, 15385-000, Brazil; email: fauze@dfq.feis.unesp.br"
"Mubarak A.; Othman Z.S.; Karim N.U.","Mubarak, Aidilla (54796803900); Othman, Zakirah Safi (57209659878); Karim, Nurul Ulfah (36698072100)","54796803900; 57209659878; 36698072100","Gelatin chitosan film incorporated with clove essential oil for retaining quality of silver pomfret fish fillet","2019","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068386377&partnerID=40&md5=4b6964e5a5653027407703fb2d92b17e","A. Mubarak; School of Food Science and Technology, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu, 21030, Malaysia; email: aidilla@umt.edu.my"
"Sulastri E.; Yuyun Y.; Heriani N.; Khumaidi A.","Sulastri, Evi (57186677100); Yuyun, Yonelian (56720354700); Heriani, Nia (57208835855); Khumaidi, Akhmad (57209253944)","57186677100; 56720354700; 57208835855; 57209253944","Application of chitosan shells meti (batissa violacea L. Von Lamarck, 1818) as edible film","2019","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065900962&doi=10.12944%2fCRNFSJ.7.1.25&partnerID=40&md5=2020002764745a2e35aa2e3b1778ecd0","Y. Yuyun; Department of Pharmacy, Faculty of Mathematic and Natural Science, Tadulako University, Palu, 94119, Indonesia; email: yoneli_redrose@yahoo.com"
"Musso Y.S.; Salgado P.R.; Mauri A.N.","Musso, Yanina S. (56902569400); Salgado, Pablo R. (22941870600); Mauri, Adriana N. (7005737962)","56902569400; 22941870600; 7005737962","Smart gelatin films prepared using red cabbage (Brassica oleracea L.) extracts as solvent","2019","95","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059331208&doi=10.1016%2fj.foodhyd.2018.11.036&partnerID=40&md5=e2431fbd2074d05790fc30e8cd79f8e6","A.N. Mauri; Centro de Investigación y Desarrollo en Criotecnología de Alimentos (CIDCA, CONICET-CCT La Plata and Facultad de Ciencias Exactas- Universidad Nacional de La Plata), La Plata, 47 y 116 S/N, B1900JJ, Argentina; email: anmauri@quimica.unlp.edu.ar"
"Mojaddar Langroodi A.; Tajik H.; Mehdizadeh T.; Moradi M.; Moghaddas Kia E.; Mahmoudian A.","Mojaddar Langroodi, Ali (57201802805); Tajik, Hossein (23010589600); Mehdizadeh, Tooraj (44761270900); Moradi, Mehran (36817447700); Moghaddas Kia, Ehsan (57200030506); Mahmoudian, Alireza (55756337700)","57201802805; 23010589600; 44761270900; 36817447700; 57200030506; 55756337700","Effects of sumac extract dipping and chitosan coating enriched with Zataria multiflora Boiss oil on the shelf-life of meat in modified atmosphere packaging","2018","59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052943260&doi=10.1016%2fj.lwt.2018.08.063&partnerID=40&md5=2341fa14db33ffa5bec83ed209104017","H. Tajik; Department of Food Hygiene and Quality Control, Faculty of Veterinary Medicine, Urmia University, Urmia, 1177, Iran; email: tajik_h@yahoo.com"
"Gomaa M.; Hifney A.F.; Fawzy M.A.; Abdel-Gawad K.M.","Gomaa, Mohamed (56203264400); Hifney, Awatief F. (22947645100); Fawzy, Mustafa A. (56878600000); Abdel-Gawad, Khayria M. (6602974383)","56203264400; 22947645100; 56878600000; 6602974383","Use of seaweed and filamentous fungus derived polysaccharides in the development of alginate-chitosan edible films containing fucoidan: Study of moisture sorption, polyphenol release and antioxidant properties","2018","61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047463068&doi=10.1016%2fj.foodhyd.2018.03.056&partnerID=40&md5=55dd8845ea6a9b71385310fea647600f","M. Gomaa; Botany and Microbiology Department, Faculty of Science, Assiut University, Assiut, 71516, Egypt; email: m_gomaa@aun.edu.eg"
"Zaman N.B.K.; Lin N.K.; Phing P.L.","Zaman, Nurshahira Binti Khairul (57205881615); Lin, Nyam Kar (26325828900); Phing, Pui Liew (55511544300)","57205881615; 26325828900; 55511544300","Chitosan film incorporated with garcinia atroviridis for the packaging of indian mackerel (Rastrelliger kanagurta); [Filme de quitosana incorporado com garcinia atroviridis para embalagem de cavala indiana (Rastrelliger kanagurta)]","2018","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061549507&doi=10.1590%2f1413-70542018426019918&partnerID=40&md5=a8788340f82ea0fc2d948b933fd7025d","P.L. Phing; UCSI University, Faculty of Applied Sciences, Department of Food Science with Nutrition, Kuala Lumpur, Malaysia; email: puilp@ucsiuniversity.edu.my"
"Yu D.; Regenstein J.M.; Xia W.","Yu, Dawei (57191256049); Regenstein, Joe M. (6701472172); Xia, Wenshui (12140530800)","57191256049; 6701472172; 12140530800","Bio-based edible coatings for the preservation of fishery products: A Review","2019","50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055045409&doi=10.1080%2f10408398.2018.1457623&partnerID=40&md5=35b9cf866edac44896562256aa0727ae","W. Xia; State Key Laboratory of Food Science and Technology, School of Food Science and Technology, Jiangnan University, Wuxi, 214122, China; email: xiaws@jiangnan.edu.cn"
"Zheng K.; Li W.; Fu B.; Fu M.; Ren Q.; Yang F.; Qin C.","Zheng, Kewang (57202785028); Li, Wei (56112626500); Fu, Boqiao (55910487300); Fu, Meifang (57202784182); Ren, Qiaolin (57202784669); Yang, Fan (57202786685); Qin, Caiqin (7102687880)","57202785028; 56112626500; 55910487300; 57202784182; 57202784669; 57202786685; 7102687880","Physical, antibacterial and antioxidant properties of chitosan films containing hardleaf oatchestnut starch and Litsea cubeba oil","2018","35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049333048&doi=10.1016%2fj.ijbiomac.2018.06.126&partnerID=40&md5=8cff106ca2c5bfa58cfbb0de70e861c4","W. Li; College of Chemistry and Materials Science, Hubei Engineering University, Xiaogan, 432000, China; email: weili@hbeu.edu.cn"
"Risoluti R.; Fabiano M.A.; Gullifa G.; Buiarelli F.; Materazzi S.","Risoluti, Roberta (36195268300); Fabiano, Maria Aurora (56957968600); Gullifa, Giuseppina (56958620800); Buiarelli, Francesca (6603404971); Materazzi, Stefano (7003409831)","36195268300; 56957968600; 56958620800; 6603404971; 7003409831","Innovative coating technologies to extend the shelf life of fresh-cut fruits by edible film materials","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059613072&doi=10.4028%2fwww.scientific.net%2fKEM.789.195&partnerID=40&md5=f6ced2035fa4dc9eaca080afe720ddd1","R. Risoluti; Department of Chemistry, Sapienza University of Rome, Rome, piazzale Aldo Moro 5, 00185, Italy; email: roberta.risoluti@uniroma1.it"
"Ge L.; Zhu M.; Li X.; Xu Y.; Ma X.; Shi R.; Li D.; Mu C.","Ge, Liming (56031197600); Zhu, Mingjin (57194608094); Li, Xinying (54386925600); Xu, Yongbin (57190168549); Ma, Xiaonan (57202070625); Shi, Rong (57202081677); Li, Defu (57194614861); Mu, Changdao (7005915405)","56031197600; 57194608094; 54386925600; 57190168549; 57202070625; 57202081677; 57194614861; 7005915405","Development of active rosmarinic acid-gelatin biodegradable films with antioxidant and long-term antibacterial activities","2018","94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047070978&doi=10.1016%2fj.foodhyd.2018.04.052&partnerID=40&md5=cf3f78b7a7a11d839c3bbe924f34239e","D. Li; Department of Pharmaceutics and Bioengineering, School of Chemical Engineering, Sichuan University, Chengdu, 610065, China; email: lidefu@scu.edu.cn"
"Hajji S.; Younes I.; Affes S.; Boufi S.; Nasri M.","Hajji, Sawssen (55365929600); Younes, Islem (6508126833); Affes, Sawsan (57196415352); Boufi, Sami (6602987739); Nasri, Moncef (7004607719)","55365929600; 6508126833; 57196415352; 6602987739; 7004607719","Optimization of the formulation of chitosan edible coatings supplemented with carotenoproteins and their use for extending strawberries postharvest life","2018","76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048155625&doi=10.1016%2fj.foodhyd.2018.05.013&partnerID=40&md5=db2bffcb64c2d5abd8705c61160ee38f","S. Hajji; Laboratory of Enzyme Engineering and Microbiology, National School of Engineering of Sfax, University of Sfax, Sfax, B.P. 1173, 3038, Tunisia; email: hajjisawssen@yahoo.fr"
"Zam W.","Zam, Wissam (56541640900)","56541640900","Effect of Alginate and Chitosan Edible Coating Enriched with Olive Leaves Extract on the Shelf Life of Sweet Cherries (Prunus avium L.)","2019","55","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070478756&doi=10.1155%2f2019%2f8192964&partnerID=40&md5=e637811c16a65542af1cec0ba9c4db47","W. Zam; Al-Andalus University for Medical Sciences, Faculty of Pharmacy, Department of Analytical and Food Chemistry, Tartous, Syrian Arab Republic; email: ws.sarah2005@gmail.com"
"Gursoy M.; Sargin I.; Mujtaba M.; Akyuz B.; Ilk S.; Akyuz L.; Kaya M.; Cakmak Y.S.; Salaberria A.M.; Labidi J.; Erdem N.","Gursoy, Mehtap (55208663600); Sargin, Idris (55764306200); Mujtaba, Muhammad (56704961200); Akyuz, Bahar (56638351200); Ilk, Sedef (57189322968); Akyuz, Lalehan (55329838500); Kaya, Murat (35240042500); Cakmak, Yavuz S. (55886005000); Salaberria, Asier M. (56173118600); Labidi, Jalel (6602319526); Erdem, Nuran (57201620538)","55208663600; 55764306200; 56704961200; 56638351200; 57189322968; 55329838500; 35240042500; 55886005000; 56173118600; 6602319526; 57201620538","False flax (Camelina sativa) seed oil as suitable ingredient for the enhancement of physicochemical and biological properties of chitosan films","2018","35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045406881&doi=10.1016%2fj.ijbiomac.2018.04.029&partnerID=40&md5=8bb91c4bdbdbf2450a2a84a0c63b251b","M. Gursoy; Aksaray University, Güzelyurt Vocational School, Department of Vegetable and Animal Production, Aksaray, Güzelyurt, Turkey; email: mehtapgrsoy@gmail.com"
"Bahmanzadeh S.; Ruzgas T.; Sotres J.","Bahmanzadeh, Safiyeh (36602130500); Ruzgas, Tautgirdas (7003634453); Sotres, Javier (20434784800)","36602130500; 7003634453; 20434784800","Proteolytic degradation of gelatin-tannic acid multilayers","2018","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046768836&doi=10.1016%2fj.jcis.2018.04.112&partnerID=40&md5=b7d74f65902ea70f3febe9c6d449c971","J. Sotres; Biomedical Science Department & Biofilms-Research Center for Biointerfaces, Malmö University, Malmö, 20506, Sweden; email: javier.sotres@mau.se"
"Salama H.E.; Abdel Aziz M.S.; Sabaa M.W.","Salama, Hend E. (35935149200); Abdel Aziz, Mohamed S. (53663212300); Sabaa, Magdy W. (7004569214)","35935149200; 53663212300; 7004569214","Novel biodegradable and antibacterial edible films based on alginate and chitosan biguanidine hydrochloride","2018","79","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046837027&doi=10.1016%2fj.ijbiomac.2018.04.183&partnerID=40&md5=e361ba95e4c5c512d9b54eac64183d06","M.W. Sabaa; Chemistry Department, Faculty of Science, Cairo University, Giza, 12613, Egypt; email: mwsabaa@sci.cu.edu.eg"
"Fatyasari Nata I.; Irawan C.; Ramadhan L.; Rizky Ramadhani M.","Fatyasari Nata, Iryanti (36198612100); Irawan, Chairul (37101792700); Ramadhan, Lazuardi (57201339835); Rizky Ramadhani, Muhammad (57201343556)","36198612100; 37101792700; 57201339835; 57201343556","Influence of soy protein isolate on gelatin-based edible film properties","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044344775&doi=10.1051%2fmatecconf%2f201815601014&partnerID=40&md5=ae9f24eb4b17e98ee5a391cc73b6f876","I. Fatyasari Nata; Chemical Engineering Department, Lambung Mangkurat University, Banjarbaru, 70714, Indonesia; email: ifnata@unlam.ac.id"
"Murrieta-Martínez C.L.; Soto-Valdez H.; Pacheco-Aguilar R.; Torres-Arreola W.; Rodríguez-Felix F.; Márquez Ríos E.","Murrieta-Martínez, C.L. (56507289800); Soto-Valdez, H. (6602648482); Pacheco-Aguilar, R. (6602121653); Torres-Arreola, W. (8920358800); Rodríguez-Felix, F. (36654696300); Márquez Ríos, E. (23978287800)","56507289800; 6602648482; 6602121653; 8920358800; 36654696300; 23978287800","Edible protein films: Sources and behavior","2018","58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041853213&doi=10.1002%2fpts.2360&partnerID=40&md5=320c2155969da673a2494e36dac6bbb1","E. Márquez Ríos; Departamento de Investigación y Posgrado en Alimentos, Universidad de Sonora, Hermosillo, Blvd. Luis Encinas y Rosales s/n, C.P. 83000, Mexico; email: enrique.marquez@unison.mx"
"Aghazadeh M.; Karim R.; Sultan M.T.; Paykary M.; Johnson S.K.; Shekarforoush E.","Aghazadeh, Mona (56446595900); Karim, Roselina (23097731300); Sultan, M. Tauseef (24336566300); Paykary, Maryam (57006802700); Johnson, Stuart K. (56683182000); Shekarforoush, Elhamalsadat (57006728600)","56446595900; 23097731300; 24336566300; 57006802700; 56683182000; 57006728600","Comparison of starch films and effect of different rice starch-based coating formulations on physical properties of walnut during storage time at accelerated temperature","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041802940&doi=10.1111%2fjfpe.12607&partnerID=40&md5=d9bbf6b7575bbb0baf1982c2a30e8c8f","R. Karim; Department of Food Technology, Faculty of Food Science and Technology, Universiti Putra Malaysia (UPM), Serdang, Malaysia; email: rosaz@upm.edu.my"
"Dehghani S.; Hosseini S.V.; Regenstein J.M.","Dehghani, Samira (57195266488); Hosseini, Seyed Vali (21734824600); Regenstein, Joe M. (6701472172)","57195266488; 21734824600; 6701472172","Edible films and coatings in seafood preservation: A review","2018","336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026641466&doi=10.1016%2fj.foodchem.2017.07.034&partnerID=40&md5=58e5c7630277a1501fa7f39e00e7b391","S.V. Hosseini; Department of Fisheries, College of Agriculture & Natural Resources, University of Tehran, Karaj, 4111, Iran; email: hosseinisv@ut.ac.ir"
"Sogut E.; Seydim A.C.","Sogut, Ece (57201821630); Seydim, Atif Can (55893095500)","57201821630; 55893095500","The effects of Chitosan and grape seed extract-based edible films on the quality of vacuum packaged chicken breast fillets","2018","61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051255548&doi=10.1016%2fj.fpsl.2018.07.006&partnerID=40&md5=260828aeb52ca76f254f033f5d582b25","E. Sogut; Department of Food Engineering, Faculty of Engineering, Süleyman Demirel University, Isparta, 32200, Turkey; email: ececagdas@sdu.edu.tr"
"Al-Anbari I.H.A.; Dakhel A.M.; Adnan A.","Al-Anbari, Iman H.A. (57208905057); Dakhel, Abbas M. (57208904649); Adnan, Ali (57208902106)","57208905057; 57208904649; 57208902106","The effect of adding local orange peel powder to microbial inhibition and oxidative reaction within edible film component","2019","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066085129&partnerID=40&md5=e4e44d2de78d677bb38fe95b87346060","I.H.A. Al-Anbari; Food Science Department, College of Agriculture Engineering Sciences, University of Baghdad, Al-Jadiriya, Baghdad, Iraq; email: dr.imanh.alanbari@coagri.uobaghdad.edu.iq"
"Dhumal C.V.; Pal K.; Sarkar P.","Dhumal, Chanda Vilas (56862172100); Pal, Kunal (12807107200); Sarkar, Preetam (56666823500)","56862172100; 12807107200; 56666823500","Characterization of Tri-Phasic Edible Films from Chitosan, Guar Gum, and Whey Protein Isolate Loaded with Plant-Based Antimicrobial Compounds","2019","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068410976&doi=10.1080%2f03602559.2018.1466179&partnerID=40&md5=dae93f1b717707e5391722805ed0b501","P. Sarkar; Department of Food Process Engineering, National Institute of Technology Rourkela, Rourkela, 769008, India; email: sarkarpreetam@nitrkl.ac.in"
"Limchoowong N.; Sricharoen P.; Konkayan M.; Techawongstien S.; Chanthai S.","Limchoowong, Nunticha (56708890400); Sricharoen, Phitchan (56624584300); Konkayan, Mongkol (57192009582); Techawongstien, Suchila (26041135100); Chanthai, Saksit (6507469400)","56708890400; 56624584300; 57192009582; 26041135100; 6507469400","A simple, efficient and economic method for obtaining iodate-rich chili pepper based chitosan edible thin film","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049597099&doi=10.1007%2fs13197-018-3260-5&partnerID=40&md5=4afcbfb3fe208619bf4d1c8fb74e87f7","S. Chanthai; Materials Chemistry Research Center, Department of Chemistry and Center of Excellence for Innovation in Chemistry, Faculty of Science, Khon Kaen University, Khon Kaen, 123 Mittraphab Road, M. 16, T. Ni-Muang, A. Muang, 40002, Thailand; email: sakcha2@kku.ac.th"
"Jamróz E.; Kulawik P.; Krzyściak P.; Talaga-Ćwiertnia K.; Juszczak L.","Jamróz, Ewelina (55961920800); Kulawik, Piotr (55568695900); Krzyściak, Paweł (23482329500); Talaga-Ćwiertnia, Katarzyna (57195354390); Juszczak, Lesław (35611465200)","55961920800; 55568695900; 23482329500; 57195354390; 35611465200","Intelligent and active furcellaran-gelatin films containing green or pu-erh tea extracts: Characterization, antioxidant and antimicrobial potential","2019","81","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056179882&doi=10.1016%2fj.ijbiomac.2018.11.008&partnerID=40&md5=d5aec30c3b7c30be7946a82fb2910874","E. Jamróz; Institute of Chemistry, University of Agriculture, Cracow, Balicka Street 122, PL-30-149, Poland; email: ewelina.jamroz@urk.edu.pl"
"Akyuz L.; Kaya M.; Ilk S.; Cakmak Y.S.; Salaberria A.M.; Labidi J.; Yılmaz B.A.; Sargin I.","Akyuz, Lalehan (55329838500); Kaya, Murat (35240042500); Ilk, Sedef (57189322968); Cakmak, Yavuz Selim (55886005000); Salaberria, Asier M. (56173118600); Labidi, Jalel (6602319526); Yılmaz, Bahar Akyuz (57200231907); Sargin, Idris (55764306200)","55329838500; 35240042500; 57189322968; 55886005000; 56173118600; 6602319526; 57200231907; 55764306200","Effect of different animal fat and plant oil additives on physicochemical, mechanical, antimicrobial and antioxidant properties of chitosan films","2018","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040376973&doi=10.1016%2fj.ijbiomac.2018.01.045&partnerID=40&md5=e74ca9fb3efd9b7d7cb4a45a28a96b38","L. Akyuz; Aksaray University, Technical Vocational School, Department of Chemistry Technology, Aksaray, 68100, Turkey; email: lalehanakyuz@aksaray.edu.tr"
"Cao T.L.; Yang S.-Y.; Song K.B.","Cao, Thi Luyen (57200600849); Yang, So-Young (55797700200); Song, Kyung Bin (57218162630)","57200600849; 55797700200; 57218162630","Development of burdock root inulin/chitosan blend films containing oregano and thyme essential oils","2018","44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041812751&doi=10.3390%2fijms19010131&partnerID=40&md5=7d85ec2259da73d0a8770b8226979a56","K.B. Song; Department of Food Science and Technology, Chungnam National University, Daejeon, 34134, South Korea; email: kbsong@cnu.ac.kr"
"Zhang C.; Wang Z.; Li Y.; Yang Y.; Ju X.; He R.","Zhang, Cheng (57203550506); Wang, Zhigao (56538308100); Li, Yang (57203555644); Yang, Yijie (57194411026); Ju, Xingrong (8965927800); He, Rong (55684326100)","57203550506; 56538308100; 57203555644; 57194411026; 8965927800; 55684326100","The preparation and physiochemical characterization of rapeseed protein hydrolysate-chitosan composite films","2019","97","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052224171&doi=10.1016%2fj.foodchem.2018.08.097&partnerID=40&md5=af41548becdefac44f319ef2bfb3832f","R. He; College of Food Science and Engineering/Collaborative, Innovation Center for Modern Grain Circulation and Safety/Key Laboratory of Grains and Oils Quality Control and Processing, Nanjing University of Finance and Economics, Nanjing, 210023, China; email: rong.he@njue.edu.cn"
"Grande-Tovar C.D.; Chaves-Lopez C.; Serio A.; Rossi C.; Paparella A.","Grande-Tovar, Carlos David (57202254077); Chaves-Lopez, Clemencia (57211297283); Serio, Annalisa (17135958900); Rossi, Chiara (57189324063); Paparella, Antonello (56705771000)","57202254077; 57211297283; 17135958900; 57189324063; 56705771000","Chitosan coatings enriched with essential oils: Effects on fungi involve in fruit decay and mechanisms of action","2018","133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047649617&doi=10.1016%2fj.tifs.2018.05.019&partnerID=40&md5=8289929148a971899b7f2183c67a97d6","C. Chaves-Lopez; Faculty of Bioscience and Technology for Food, Agriculture and Environment, University of Teramo, Teramo, Via R. Balzarini 1, 64100, Italy; email: cchaveslopez@unite.it"
"Sun W.-R.; Jia S.-K.; Sun Y.-Y.; Han X.-C.; Gao M.-H.; Xu L.","Sun, Wan-Ru (57204139734); Jia, Shi-Kui (55522419700); Sun, Yao-Yao (57204147052); Han, Xin-Cheng (57204147198); Gao, Meng-Han (57204149122); Xu, Lei (57204142750)","57204139734; 55522419700; 57204147052; 57204147198; 57204149122; 57204142750","Progress on modification and application of polysaccharide edible film; [多糖类可食性膜的改性与应用研究进展]","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054680006&doi=10.16606%2fj.cnki.issn0253-4320.2018.06.012&partnerID=40&md5=208bcc892513230f27709fc0f0be1839","S.-K. Jia; School of Materials Science and Engineering, Shaanxi University of Technology, Hanzhong, 723000, China; email: shikuijiagd@163.com"
"Escamilla-García M.; Delgado-Sánchez L.F.; Ríos-Romo R.A.; García-Almendárez B.E.; Calderón-Domínguez G.; VicenteMéndez-Méndez J.; Amaro-Reyes A.; Di Pierro P.; Regalado-González C.","Escamilla-García, Monserrat (55809241300); Delgado-Sánchez, Luis Felipe (57210175193); Ríos-Romo, Raquel Adriana (57211981685); García-Almendárez, Blanca E. (7801345595); Calderón-Domínguez, Georgina (24174461000); VicenteMéndez-Méndez, Juan (57211977321); Amaro-Reyes, Aldo (36636729800); Di Pierro, Prospero (6507667256); Regalado-González, Carlos (18040985700)","55809241300; 57210175193; 57211981685; 7801345595; 24174461000; 57211977321; 36636729800; 6507667256; 18040985700","Effect of transglutaminase cross-linking in protein isolates from a mixture of Two Quinoa varieties with chitosan on the physicochemical properties of edible films","2019","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075573497&doi=10.3390%2fcoatings9110736&partnerID=40&md5=1d586f3f86b65af9c736e05c04fe08ce","C. Regalado-González; Facultad de Química, Departamento de Investigación y Posgrado en Alimentos, Universidad Autónoma de Querétaro, Querétaro, C.U., Cerro de las Campanas S/N, Col. Las Campanas, 76010, Mexico; email: regcarlos@gmail.com"
"Jridi M.; Abdelhedi O.; Zouari N.; Fakhfakh N.; Nasri M.","Jridi, Mourad (37057344600); Abdelhedi, Ola (56786349900); Zouari, Nacim (8968299700); Fakhfakh, Nahed (15080721700); Nasri, Moncef (7004607719)","37057344600; 56786349900; 8968299700; 15080721700; 7004607719","Development and characterization of grey triggerfish gelatin/agar bilayer and blend films containing vine leaves bioactive compounds","2019","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057154038&doi=10.1016%2fj.foodhyd.2018.10.039&partnerID=40&md5=710c2ac13cacd4b3021395a3a716ed3b","M. Jridi; Laboratoire de Génie Enzymatique et de Microbiologie, Université de Sfax, Ecole Nationale d'Ingénieurs de Sfax, Sfax, B.P. 1173-3038, Tunisia; email: jridimourad@gmail.com"
"Adzaly N.Z.; Kasim N.; Watt Moey S.; Anvarali M.N.; Manshor M.R.; Abd Halim K.H.; Akbar A.; Mohamad H.","Adzaly, N.Z. (56458976700); Kasim, N. (57514663500); Watt Moey, S. (57204595204); Anvarali, M.N. (57204595324); Manshor, M.R. (56037685000); Abd Halim, K.H. (57204605662); Akbar, A. (57204601948); Mohamad, H. (57204603682)","56458976700; 57514663500; 57204595204; 57204595324; 56037685000; 57204605662; 57204601948; 57204603682","Shelf life study and sensory evaluation of culinary product (‘Asam pedas’ cube) using Chitosan film","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056332470&partnerID=40&md5=1104ab6d7112311390c4eb076cbf4bb6","N.Z. Adzaly; Food Science Technology Research Centre, Serdang, MARDI Headquarters, 43400, Malaysia; email: zainah@mardi.gov.my"
"Kchaou H.; Benbettaïeb N.; Jridi M.; Abdelhedi O.; Karbowiak T.; Brachais C.-H.; Léonard M.-L.; Debeaufort F.; Nasri M.","Kchaou, Hela (57194591144); Benbettaïeb, Nasreddine (56033429500); Jridi, Mourad (37057344600); Abdelhedi, Ola (56786349900); Karbowiak, Thomas (9333012100); Brachais, Claire-Hélène (6602296303); Léonard, Marie-Laure (57202395914); Debeaufort, Frédéric (54790571900); Nasri, Moncef (7004607719)","57194591144; 56033429500; 37057344600; 56786349900; 9333012100; 6602296303; 57202395914; 54790571900; 7004607719","Enhancement of structural, functional and antioxidant properties of fish gelatin films using Maillard reactions","2018","90","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048166102&doi=10.1016%2fj.foodhyd.2018.05.011&partnerID=40&md5=af0a8accadea7c2510e0c72bd88321b4","F. Debeaufort; Univ. Bourgogne Franche-Comté, AgroSup Dijon, UMR PAM A 02.102, Dijon, 1 Esplanade Erasme, 21000, France; email: frederic.debeaufort@u-bourgogne.fr"
"Flores-Martínez N.L.; Pérez-Pérez M.C.I.; Oliveros-Muñoz J.M.; López-González M.L.; Jiménez-Islas H.","Flores-Martínez, N.L. (57194189070); Pérez-Pérez, M.C.I. (56921669100); Oliveros-Muñoz, J.M. (55910402300); López-González, M.L. (57203844721); Jiménez-Islas, H. (55989761900)","57194189070; 56921669100; 55910402300; 57203844721; 55989761900","Estimation of diffusion coefficients of essential oil of Pimenta dioica in edible films formulated with Aloe vera and gelatin, using Levenberg-Marquardt method; [Estimación de coeficientes de difusión de aceite esencial de Pimenta dioica en películas comestibles formuladas con Aloe vera y grenetina, usando el método de Levenberg-Marquardt]","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053161858&doi=10.24275%2f10.24275%2fuam%2fizt%2fdcbi%2frevmexingquim%2f2018v17n2%2fFlores&partnerID=40&md5=943ddfca6986c0dcd9253fffac400c59","H. Jiménez-Islas; Departamento de Ingeniería Bioquímica, Tecnológico Nacional de México-Instituto Tecnológico de Celaya, Celaya, Avenida Tecnológico y Antonio García Cubas s/n, C.P. 38010, Mexico; email: hugo.jimenez@itcelaya.edu.mx"
