Chi,Gel,Gly,Pec,Sta,Oil,T(°C),%RH,t(h),TS,WVP,%E
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,49.4,94.7,100.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.89,80.6,100.8
0.792,1.188,0.99,0.0,0.0,0.0,24,33.0,72,63.19,0.27,12.33
0.919,0.0,0.579,0.0,0.459,0.0,60,50.0,18,16.71,57.8,100.2
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,,0.34,4.02
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,63.19,7.68,63.39
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,14,31.87,66.3,13.8
0.24,0.5,0.4,0.1,0.0,0.0,25,58.0,12,2.92,7.68,106.56
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,127.0,72.5,8.51
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,17.36,0.56,11.03
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,210.0,92.2,1.5
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,29.82,7.68,145.68
0.998,0.0,0.2,0.0,0.0,0.0,22,53.0,26,23.87,17.0,37.67
0.993,0.0,0.199,0.0,0.922,0.0,60,53.0,18,39.23,25.0,9.9
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,40.41,94.7,40.5
0.792,1.188,0.99,0.0,0.0,0.0,22,33.0,25,36.85,0.27,20.34
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,29.83,57.8,110.7
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
1.0,0.0,1.25,0.0,0.0,0.0,40,57.0,140,8.7,44.56,48.7
0.0,0.5,1.2,0.1,0.0,0.0,25,58.0,12,2.92,7.68,106.56
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,6.42,7.68,145.68
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.998,0.0,0.3,0.0,0.0,0.0,2,54.0,336,399.0,62.5,42.4
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.23,81.7,4.51
0.919,0.0,0.579,0.0,0.459,0.0,60,50.0,18,16.71,57.8,100.2
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,44.4,30.2
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,62.5,1.5
0.1,0.5,1.4,0.0,0.0,0.0,25,58.0,12,27.94,7.68,72.26
1.0,0.0,0.2,0.0,0.0,2.927,21,57.0,24,36.3,9.63,42.8
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,31.2,7.68,15.91
0.998,0.0,0.0,0.0,0.0,0.0,24,60.0,72,6.01,130.2,12.7
0.92,0.0,0.387,0.0,1.38,0.0,60,60.0,18,33.36,120.0,50.3
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,29.4,65.8,80.5
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,31.7,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.54,5.46
1.496,0.0,0.3,0.0,0.0,0.0,2,54.0,336,388.0,84.5,7.72
0.0,3.886,0.777,0.0,0.0,2.82,30,53.0,24,65.0,11.0,51.0
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,34.87,94.7,35.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.85,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,109.3,80.6,100.3
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,120.8,60.8,75.4
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
0.998,0.0,0.2,0.0,0.0,2.231,30,53.0,24,35.0,17.0,5.7
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,127.0,66.3,13.8
1.0,0.0,0.0,0.0,0.0,0.125,40,75.0,140,12.4,105.49,13.7
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.85,81.7,100.1
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,29.83,57.8,110.7
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.54,4.02
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.54,4.02
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,77.3,0.27,26.5
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,22.56,7.68,15.91
0.498,1.992,0.498,0.0,0.0,1.0,25,53.0,48,63.0,13.0,50.7
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.922,0.0,0.194,0.0,1.382,0.0,60,50.0,18,39.89,70.3,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,25,50.0,168,309.0,7.21,26.5
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,168,372.0,40.8,15.5
0.92,0.46,0.387,0.0,1.378,0.0,60,50.0,18,26.4,94.7,50.8
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.998,0.0,0.099,0.0,0.0,0.0,22,50.0,26,23.87,10.2,37.67
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.132,0.402,1.302,0.162,0.0,0.0,25,58.0,12,5.77,7.68,27.28
0.998,0.0,0.0,0.0,0.0,0.5,25,60.0,48,22.0,130.2,7.0
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
1.0,0.0,0.25,0.0,0.0,0.0,40,75.0,140,64.3,29.53,16.9
1.0,0.0,0.2,0.0,0.0,1.519,21,57.0,24,71.2,28.86,13.2
1.984,0.0,0.992,0.0,0.0,0.0,50,57.0,2,9.25,16.65,20.77
0.92,0.0,0.387,0.0,1.38,0.0,60,50.0,18,33.36,92.5,50.3
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,14,8.91,0.03,27.64
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,91.1,70.6
1.0,1.0,0.0,0.0,0.0,0.5,22,53.0,48,62.2,90.0,4.7
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,61.3,27.77,23.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.4,0.0,0.0,0.0,0.0,0.0,60,62.0,24,394.0,78.88,21.35
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,72,23.88,7.68,37.54
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,55.0,13.0,9.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,47.4,57.8,75.4
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,80.6,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.87,81.7,100.1
0.981,0.0,0.0,0.0,0.0,0.0,25,60.0,48,53.1,92.0,6.0
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,12,7.35,7.68,37.54
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.798,1.188,0.97,0.0,0.0,0.5,24,33.0,72,13.86,0.27,12.75
0.919,0.0,0.579,0.0,0.919,0.0,60,53.0,18,28.83,25.0,110.7
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
1.986,0.0,0.991,0.0,0.0,0.125,24,50.0,72,22.64,13.61,12.03
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,44,70.6,0.34,4.02
0.998,0.0,0.2,0.0,0.0,0.5,30,53.0,24,55.0,17.0,5.7
0.992,0.0,0.0,0.0,0.0,1.0,25,54.0,48,63.0,86.5,5.5
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,66.3,27.77,23.7
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
0.24,0.5,0.3,0.0,0.0,0.0,25,58.0,168,107.0,7.68,13.8
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,92.2,100.1
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,42.4,80.6,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,80.6,100.3
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.36,81.7,100.3
0.0,0.984,0.992,0.0,0.0,1.189,24,55.0,72,9.21,11.55,18.98
0.922,0.461,0.194,0.0,0.0,0.0,22,50.0,25,36.85,87.5,27.35
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,210.0,0.27,2.77
0.999,0.0,0.15,0.0,0.0,0.0,22,51.0,25,36.85,10.1,27.34
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
2.0,0.0,0.0,0.0,0.0,0.0,22,0.0,48,143.2,0.34,5.5
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,44,54.1,9.65,4.2
1.4,0.6,0.0,0.0,0.0,0.0,60,58.0,24,67.11,7.68,21.35
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,3.65,7.68,145.68
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,2.92,7.68,145.68
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,0.27,2.77
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,120.0,40.3,8.51
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,44.56,30.2
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.0,0.579,0.0,0.459,0.0,60,50.0,18,16.71,57.8,100.2
0.919,0.0,0.579,0.0,0.919,0.0,60,54.0,18,28.83,25.7,110.7
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
1.0,0.0,0.2,0.0,0.0,1.499,21,57.0,24,6.5,27.77,23.7
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,44.4,31.2
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.998,0.0,0.299,0.0,0.0,0.0,40,51.0,140,44.9,10.2,16.9
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,32.82,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,32.85,80.6,100.1
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.992,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,86.0,6.0
2.0,0.0,0.0,0.0,0.0,0.55,26,0.0,72,14.41,0.56,5.46
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.5,0.96,0.3,0.0,0.0,25,58.0,12,7.25,7.68,27.18
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.498,1.992,0.498,0.0,0.0,0.57,30,53.0,24,46.0,13.0,9.3
0.922,0.461,0.387,0.0,1.38,0.0,60,50.0,18,33.36,87.5,50.3
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.97,0.0,0.0,0.0,0.0,2.0,25,60.0,48,22.0,65.0,1.7
1.0,0.0,0.0,0.0,0.0,1.0,24,50.0,72,13.7,9.21,12.7
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.0,1.982,1.775,0.0,0.0,0.0,25,45.0,14,8.91,0.02,27.23
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,39.23,90.2,8.9
0.92,0.46,0.387,0.0,0.919,0.0,60,50.0,18,18.9,94.7,70.6
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
1.0,0.0,0.2,0.0,0.0,0.0,22,57.0,48,57.6,44.56,6.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,1.519,21,57.0,24,71.2,25.4,15.9
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,17.7,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.24,0.5,0.96,0.3,0.0,0.0,25,58.0,12,25.16,7.68,27.18
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.919,0.0,0.579,0.0,1.378,0.0,60,50.0,18,26.4,57.8,80.5
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.23,0.579,0.0,0.92,0.0,60,50.0,18,34.89,96.1,100.8
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.919,0.0,0.579,0.0,0.459,0.0,60,50.0,18,16.71,57.8,100.2
1.0,0.0,1.25,0.0,0.0,0.0,40,75.0,2,9.25,27.24,48.7
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,12,4.2,0.27,62.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,1.409,21,57.0,24,6.5,44.56,24.5
0.0,3.975,0.795,0.0,0.0,0.0,30,53.0,24,45.0,8.0,9.6
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,378.0,72.5,8.51
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,17.0,38.5,13.8
1.496,0.0,0.3,0.0,0.0,0.0,40,57.0,24,271.0,99.65,2.77
0.0,1.972,1.775,0.0,0.0,0.0,25,45.0,12,5.33,0.02,27.23
0.919,0.0,0.194,0.0,0.922,0.0,60,50.0,18,39.23,57.8,8.9
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.793,1.189,0.991,0.0,0.0,0.125,24,33.0,72,22.67,0.24,12.03
2.0,0.0,0.0,0.0,0.0,0.5,22,50.0,48,62.2,31.0,4.7
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
1.0,1.0,0.0,0.0,0.0,0.55,26,50.0,72,14.41,96.0,5.2
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.998,0.0,0.0,0.0,0.0,0.5,25,60.0,48,60.0,130.2,7.0
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.499,0.0,0.3,0.0,1.38,0.0,60,54.0,18,40.41,72.5,41.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,29.46,94.7,30.6
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.981,0.0,0.0,0.0,0.0,3.0,25,60.0,48,22.0,92.0,1.7
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,25.0,13.0,9.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.8,80.6,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,18.9,96.1,80.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.85,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.87,81.7,100.1
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,39.46,87.5,21.5
0.992,0.0,0.0,0.0,0.0,0.5,25,60.0,48,65.0,86.0,7.0
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,63.19,42.8
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,168,105.0,92.2,15.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.994,0.0,0.981,0.0,0.0,0.0,25,50.0,168,309.0,10.2,6.0
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,42.4,81.7,100.1
0.24,0.06,1.4,0.3,0.0,2.519,25,58.0,12,72.51,7.68,15.91
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,59.83,81.7,100.8
1.984,0.0,0.992,0.0,0.92,0.0,60,50.0,18,32.85,13.61,100.1
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,12,8.87,66.69,32.7
0.499,0.0,0.3,0.0,0.0,0.0,2,50.0,336,120.0,30.2,8.51
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,34.82,90.6,35.1
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.63,4.86
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,48,110.0,86.0,5.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,4.22,7.68,15.91
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.5,7.68,37.54
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,107.0,72.5,13.8
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,31.47,0.02,29.77
2.0,0.0,0.0,0.0,0.0,2.18,26,0.0,72,9.45,0.34,4.02
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.0,0.0,0.2,0.0,0.0,1.519,21,57.0,24,71.2,25.4,15.9
0.499,0.0,0.3,0.0,0.0,0.0,40,54.0,24,15.0,38.5,2.46
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,14,47.99,92.2,15.5
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,143.2,72.0,6.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,168,107.0,92.2,14.5
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,14,3.72,0.03,27.64
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.79,1.185,0.987,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.75
0.799,1.185,0.997,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.03
1.0,0.0,0.2,0.0,0.0,0.57,21,57.0,24,76.5,9.65,4.2
0.992,0.0,0.0,0.0,0.0,1.0,25,60.0,48,25.0,86.0,5.5
1.4,0.0,0.0,0.0,0.0,0.0,22,62.0,46,55.83,78.88,2.35
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,120.0,46.5,8.51
0.981,0.0,0.0,0.0,0.0,0.0,25,60.0,168,309.0,92.0,6.0
0.999,0.0,0.15,0.0,0.0,0.0,22,50.0,25,36.25,10.1,27.34
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.79,1.185,0.987,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.75
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,63.19,7.68,63.39
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,120.0,31.2,8.51
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,44,25.0,79.3,26.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,6.42,7.68,145.67
1.4,0.0,0.0,0.0,0.0,0.0,60,65.0,24,67.11,78.88,21.35
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,107.0,72.5,13.8
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.491,1.964,0.491,0.0,0.0,0.57,30,53.0,24,96.0,15.0,31.0
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,81.7,100.1
0.919,0.92,0.579,0.0,0.919,0.0,60,53.0,18,28.83,40.0,110.7
1.0,0.0,0.2,0.0,0.0,1.519,21,57.0,24,71.2,25.4,13.8
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,0.59,21,57.0,24,46.2,44.56,23.7
0.0,0.5,1.2,0.3,0.0,0.75,25,58.0,12,12.23,7.68,145.68
1.496,0.0,0.3,0.0,0.0,0.0,25,55.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,10.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.986,0.986,1.775,0.0,0.0,0.6,25,45.0,14,50.87,0.02,29.77
1.0,0.0,0.2,0.0,0.0,0.0,25,57.0,36,22.6,76.63,36.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.0,3.975,0.795,0.0,0.0,0.0,25,53.0,14,8.91,8.0,27.23
